id,order_id,product_id,created_date,modified_date,unit_price,unit_price_discount,quantity
70,43665,776,2019-08-19,2019-08-21,2024.994,0.0,5
71,43666,764,2019-08-19,2019-08-23,419.4589,0.0,8
72,43666,753,2019-08-17,2019-08-18,2146.962,0.0,5
73,43666,732,2019-08-19,2019-08-24,356.898,0.0,4
74,43666,756,2019-08-22,2019-08-22,874.794,0.0,3
75,43666,768,2019-08-18,2019-08-21,419.4589,0.0,8
76,43666,766,2019-08-22,2019-08-26,419.4589,0.0,2
77,43667,710,2019-08-20,2019-08-23,5.7,0.0,6
78,43667,773,2019-08-22,2019-08-23,2039.994,0.0,7
79,43667,778,2019-08-19,2019-08-23,2024.994,0.0,6
80,43667,775,2019-08-18,2019-08-21,2024.994,0.0,2
81,43668,756,2019-08-20,2019-08-25,874.794,0.0,8
82,43668,753,2019-08-18,2019-08-22,2146.962,0.0,6
83,43668,760,2019-08-17,2019-08-19,419.4589,0.0,4
84,43668,765,2019-08-21,2019-08-21,419.4589,0.0,6
85,43668,715,2019-08-21,2019-08-21,28.8404,0.0,4
86,43668,730,2019-08-17,2019-08-21,183.9382,0.0,8
87,43668,707,2019-08-21,2019-08-26,20.1865,0.0,7
88,43668,711,2019-08-22,2019-08-22,20.1865,0.0,1
89,43668,754,2019-08-20,2019-08-24,874.794,0.0,6
90,43668,712,2019-08-20,2019-08-24,5.1865,0.0,5
91,43668,729,2019-08-22,2019-08-27,183.9382,0.0,1
92,43668,755,2019-08-17,2019-08-20,874.794,0.0,1
93,43668,761,2019-08-18,2019-08-22,419.4589,0.0,9
94,43668,770,2019-08-18,2019-08-19,419.4589,0.0,7
95,43668,726,2019-08-18,2019-08-19,183.9382,0.0,8
96,43668,764,2019-08-21,2019-08-26,419.4589,0.0,2
97,43668,766,2019-08-22,2019-08-22,419.4589,0.0,9
98,43668,725,2019-08-19,2019-08-23,183.9382,0.0,1
99,43668,716,2019-08-22,2019-08-25,28.8404,0.0,4
100,43668,768,2019-08-17,2019-08-22,419.4589,0.0,6
101,43668,732,2019-08-20,2019-08-21,356.898,0.0,6
102,43668,758,2019-08-18,2019-08-20,874.794,0.0,7
103,43668,762,2019-08-21,2019-08-26,419.4589,0.0,4
104,43668,738,2019-08-20,2019-08-22,178.5808,0.0,6
105,43668,714,2019-08-22,2019-08-25,28.8404,0.0,3
106,43668,722,2019-08-22,2019-08-27,178.5808,0.0,4
107,43668,708,2019-08-19,2019-08-24,20.1865,0.0,2
108,43668,733,2019-08-20,2019-08-25,356.898,0.0,3
109,43668,763,2019-08-17,2019-08-17,419.4589,0.0,6
110,43669,747,2019-08-19,2019-08-19,714.7043,0.0,6
111,43670,710,2019-08-21,2019-08-26,5.7,0.0,4
112,43670,709,2019-08-21,2019-08-26,5.7,0.0,9
113,43670,773,2019-08-18,2019-08-21,2039.994,0.0,5
114,43670,776,2019-08-20,2019-08-20,2024.994,0.0,1
115,43671,753,2019-08-19,2019-08-22,2146.962,0.0,7
116,43671,714,2019-08-20,2019-08-21,28.8404,0.0,5
117,43671,756,2019-08-21,2019-08-25,874.794,0.0,2
118,43671,768,2019-08-19,2019-08-19,419.4589,0.0,6
119,43671,732,2019-08-19,2019-08-24,356.898,0.0,5
120,43671,763,2019-08-22,2019-08-23,419.4589,0.0,7
121,43671,755,2019-08-22,2019-08-22,874.794,0.0,1
122,43671,764,2019-08-21,2019-08-23,419.4589,0.0,3
123,43671,716,2019-08-21,2019-08-25,28.8404,0.0,5
124,43671,711,2019-08-21,2019-08-25,20.1865,0.0,1
125,43671,708,2019-08-19,2019-08-23,20.1865,0.0,6
126,43672,709,2019-08-17,2019-08-22,5.7,0.0,3
127,43672,776,2019-08-17,2019-08-21,2024.994,0.0,7
128,43672,774,2019-08-22,2019-08-24,2039.994,0.0,8
129,43673,754,2019-08-19,2019-08-21,874.794,0.0,5
130,43673,715,2019-08-19,2019-08-22,28.8404,0.0,6
131,43673,729,2019-08-19,2019-08-21,183.9382,0.0,7
132,43673,761,2019-08-21,2019-08-23,419.4589,0.0,4
133,43673,762,2019-08-22,2019-08-27,419.4589,0.0,8
134,43673,738,2019-08-21,2019-08-24,178.5808,0.0,4
135,43673,770,2019-08-20,2019-08-24,419.4589,0.0,5
136,43673,712,2019-08-22,2019-08-26,5.1865,0.0,1
137,43673,708,2019-08-19,2019-08-21,20.1865,0.0,5
138,43673,711,2019-08-21,2019-08-22,20.1865,0.0,8
139,43673,707,2019-08-22,2019-08-24,20.1865,0.0,2
140,43674,758,2019-08-19,2019-08-19,874.794,0.0,4
141,43675,761,2019-08-22,2019-08-24,419.4589,0.0,5
142,43675,711,2019-08-20,2019-08-25,20.1865,0.0,6
143,43675,738,2019-08-19,2019-08-19,178.5808,0.0,2
144,43675,708,2019-08-18,2019-08-21,20.1865,0.0,8
145,43675,762,2019-08-22,2019-08-27,419.4589,0.0,1
146,43675,758,2019-08-21,2019-08-26,874.794,0.0,6
147,43675,712,2019-08-17,2019-08-17,5.1865,0.0,3
148,43675,754,2019-08-19,2019-08-20,874.794,0.0,7
149,43675,715,2019-08-18,2019-08-18,28.8404,0.0,5
150,43676,776,2019-08-19,2019-08-20,2024.994,0.0,1
151,43676,778,2019-08-22,2019-08-24,2024.994,0.0,8
152,43676,710,2019-08-22,2019-08-26,5.7,0.0,1
153,43676,775,2019-08-21,2019-08-21,2024.994,0.0,6
154,43676,709,2019-08-21,2019-08-25,5.7,0.0,5
155,43677,715,2019-08-21,2019-08-21,28.8404,0.0,2
156,43677,753,2019-08-22,2019-08-25,2146.962,0.0,4
157,43677,758,2019-08-19,2019-08-19,874.794,0.0,1
158,43677,770,2019-08-19,2019-08-20,419.4589,0.0,5
159,43677,708,2019-08-22,2019-08-24,20.1865,0.0,9
160,43677,760,2019-08-19,2019-08-22,419.4589,0.0,4
161,43677,765,2019-08-19,2019-08-23,419.4589,0.0,9
162,43677,763,2019-08-19,2019-08-19,419.4589,0.0,6
163,43677,712,2019-08-21,2019-08-24,5.1865,0.0,9
164,43677,707,2019-08-20,2019-08-20,20.1865,0.0,8
165,43677,754,2019-08-22,2019-08-24,874.794,0.0,8
166,43677,729,2019-08-18,2019-08-20,183.9382,0.0,1
167,43678,760,2019-08-20,2019-08-20,419.4589,0.0,3
168,43678,738,2019-08-21,2019-08-22,178.5808,0.0,3
169,43678,765,2019-08-21,2019-08-25,419.4589,0.0,3
170,43678,732,2019-08-22,2019-08-26,356.898,0.0,4
171,43678,762,2019-08-21,2019-08-24,419.4589,0.0,7
172,43678,761,2019-08-20,2019-08-23,419.4589,0.0,7
173,43678,712,2019-08-17,2019-08-17,5.1865,0.0,8
174,43678,708,2019-08-21,2019-08-21,20.1865,0.0,8
175,43678,729,2019-08-21,2019-08-22,183.9382,0.0,1
176,43678,756,2019-08-17,2019-08-18,874.794,0.0,3
177,43678,725,2019-08-20,2019-08-25,183.9382,0.0,5
178,43678,716,2019-08-21,2019-08-25,28.8404,0.0,4
179,43678,770,2019-08-17,2019-08-21,419.4589,0.0,2
180,43678,758,2019-08-22,2019-08-25,874.794,0.0,1
181,43678,715,2019-08-21,2019-08-24,28.8404,0.0,5
182,43678,754,2019-08-18,2019-08-20,874.794,0.0,6
183,43678,755,2019-08-17,2019-08-17,874.794,0.0,4
184,43678,711,2019-08-22,2019-08-25,20.1865,0.0,7
185,43678,707,2019-08-18,2019-08-22,20.1865,0.0,1
186,43679,760,2019-08-17,2019-08-22,419.4589,0.0,6
187,43679,770,2019-08-21,2019-08-22,419.4589,0.0,6
188,43679,715,2019-08-18,2019-08-22,28.8404,0.0,1
189,43680,760,2019-08-20,2019-08-21,419.4589,0.0,3
190,43680,756,2019-08-17,2019-08-18,874.794,0.0,4
191,43680,738,2019-08-21,2019-08-26,178.5808,0.0,9
192,43680,707,2019-08-20,2019-08-21,20.1865,0.0,1
193,43680,729,2019-08-17,2019-08-17,183.9382,0.0,6
194,43680,711,2019-08-22,2019-08-24,20.1865,0.0,2
195,43680,715,2019-08-19,2019-08-21,28.8404,0.0,4
196,43680,725,2019-08-19,2019-08-19,183.9382,0.0,1
197,43680,758,2019-08-22,2019-08-25,874.794,0.0,2
198,43680,761,2019-08-20,2019-08-25,419.4589,0.0,9
199,43680,753,2019-08-22,2019-08-22,2146.962,0.0,3
200,43680,708,2019-08-22,2019-08-24,20.1865,0.0,3
201,43680,765,2019-08-20,2019-08-21,419.4589,0.0,1
202,43680,712,2019-08-18,2019-08-22,5.1865,0.0,5
203,43680,763,2019-08-19,2019-08-22,419.4589,0.0,8
204,43681,715,2019-08-17,2019-08-20,28.8404,0.0,2
205,43681,762,2019-08-18,2019-08-20,419.4589,0.0,4
206,43681,732,2019-08-18,2019-08-22,356.898,0.0,7
207,43681,707,2019-08-22,2019-08-26,20.1865,0.0,3
208,43681,729,2019-08-20,2019-08-22,183.9382,0.0,1
209,43681,708,2019-08-21,2019-08-23,20.1865,0.0,9
210,43681,770,2019-08-22,2019-08-26,419.4589,0.0,9
211,43681,730,2019-08-19,2019-08-20,183.9382,0.0,4
212,43681,758,2019-08-19,2019-08-19,874.794,0.0,4
213,43681,768,2019-08-20,2019-08-25,419.4589,0.0,3
214,43681,761,2019-08-21,2019-08-26,419.4589,0.0,6
215,43681,738,2019-08-17,2019-08-19,178.5808,0.0,3
216,43681,753,2019-08-17,2019-08-21,2146.962,0.0,3
217,43681,714,2019-08-17,2019-08-18,28.8404,0.0,3
218,43681,764,2019-08-17,2019-08-20,419.4589,0.0,5
219,43681,760,2019-08-17,2019-08-19,419.4589,0.0,2
220,43681,756,2019-08-18,2019-08-19,874.794,0.0,3
221,43681,716,2019-08-21,2019-08-26,28.8404,0.0,8
222,43681,711,2019-08-18,2019-08-19,20.1865,0.0,9
223,43681,725,2019-08-19,2019-08-22,183.9382,0.0,6
224,43681,712,2019-08-19,2019-08-20,5.1865,0.0,3
225,43682,758,2019-08-19,2019-08-24,874.794,0.0,6
226,43682,762,2019-08-17,2019-08-17,419.4589,0.0,4
227,43682,760,2019-08-20,2019-08-25,419.4589,0.0,4
228,43682,770,2019-08-22,2019-08-22,419.4589,0.0,1
229,43682,715,2019-08-20,2019-08-22,28.8404,0.0,5
230,43683,776,2019-08-19,2019-08-20,2024.994,0.0,6
231,43683,715,2019-08-19,2019-08-20,28.8404,0.0,7
232,43683,773,2019-08-18,2019-08-22,2039.994,0.0,4
233,43683,774,2019-08-19,2019-08-24,2039.994,0.0,9
234,43683,708,2019-08-18,2019-08-20,20.1865,0.0,7
235,43683,711,2019-08-20,2019-08-22,20.1865,0.0,8
236,43683,712,2019-08-22,2019-08-25,5.1865,0.0,4
237,43683,775,2019-08-17,2019-08-19,2024.994,0.0,7
238,43683,777,2019-08-17,2019-08-18,2024.994,0.0,1
239,43683,772,2019-08-19,2019-08-24,2039.994,0.0,3
240,43683,707,2019-08-19,2019-08-24,20.1865,0.0,3
241,43683,778,2019-08-20,2019-08-24,2024.994,0.0,6
242,43683,709,2019-08-22,2019-08-27,5.7,0.0,1
243,43684,754,2019-08-18,2019-08-20,874.794,0.0,1
244,43684,762,2019-08-17,2019-08-20,419.4589,0.0,6
245,43684,760,2019-08-19,2019-08-20,419.4589,0.0,3
246,43684,758,2019-08-19,2019-08-24,874.794,0.0,8
247,43684,770,2019-08-19,2019-08-21,419.4589,0.0,3
248,43684,763,2019-08-19,2019-08-23,419.4589,0.0,3
249,43685,765,2019-08-18,2019-08-23,419.4589,0.0,7
250,43685,763,2019-08-18,2019-08-21,419.4589,0.0,7
251,43685,754,2019-08-19,2019-08-19,874.794,0.0,7
252,43685,725,2019-08-21,2019-08-23,183.9382,0.0,5
253,43686,758,2019-08-19,2019-08-20,874.794,0.0,7
254,43686,762,2019-08-20,2019-08-22,419.4589,0.0,1
255,43686,770,2019-08-19,2019-08-19,419.4589,0.0,3
256,43687,768,2019-08-19,2019-08-22,419.4589,0.0,1
257,43687,765,2019-08-21,2019-08-26,419.4589,0.0,1
258,43688,725,2019-08-20,2019-08-22,183.9382,0.0,2
259,43688,760,2019-08-21,2019-08-23,419.4589,0.0,1
260,43688,762,2019-08-20,2019-08-23,419.4589,0.0,3
261,43688,738,2019-08-19,2019-08-22,178.5808,0.0,9
262,43688,763,2019-08-21,2019-08-25,419.4589,0.0,6
263,43688,729,2019-08-19,2019-08-22,183.9382,0.0,9
264,43688,754,2019-08-17,2019-08-21,874.794,0.0,4
265,43688,758,2019-08-18,2019-08-23,874.794,0.0,1
266,43688,765,2019-08-20,2019-08-20,419.4589,0.0,4
267,43688,770,2019-08-18,2019-08-22,419.4589,0.0,3
268,43688,753,2019-08-19,2019-08-19,2146.962,0.0,9
269,43689,764,2019-08-22,2019-08-25,419.4589,0.0,6
270,43689,738,2019-08-17,2019-08-18,178.5808,0.0,5
271,43689,725,2019-08-19,2019-08-24,183.9382,0.0,5
272,43689,753,2019-08-17,2019-08-20,2146.962,0.0,9
273,43689,755,2019-08-20,2019-08-21,874.794,0.0,4
274,43689,766,2019-08-19,2019-08-24,419.4589,0.0,3
275,43689,770,2019-08-22,2019-08-23,419.4589,0.0,8
276,43689,760,2019-08-18,2019-08-18,419.4589,0.0,2
277,43689,726,2019-08-19,2019-08-21,183.9382,0.0,2
278,43689,722,2019-08-17,2019-08-19,178.5808,0.0,1
279,43689,763,2019-08-18,2019-08-18,419.4589,0.0,3
280,43689,729,2019-08-21,2019-08-23,183.9382,0.0,8
281,43689,730,2019-08-19,2019-08-20,183.9382,0.0,5
282,43689,732,2019-08-22,2019-08-25,356.898,0.0,9
283,43689,765,2019-08-18,2019-08-21,419.4589,0.0,2
284,43689,768,2019-08-20,2019-08-20,419.4589,0.0,4
285,43689,761,2019-08-19,2019-08-19,419.4589,0.0,8
286,43689,758,2019-08-19,2019-08-22,874.794,0.0,6
287,43689,749,2019-08-19,2019-08-21,2146.962,0.0,1
288,43689,762,2019-08-19,2019-08-24,419.4589,0.0,8
289,43689,754,2019-08-21,2019-08-21,874.794,0.0,5
290,43690,715,2019-08-22,2019-08-27,28.8404,0.0,6
291,43690,770,2019-08-22,2019-08-22,419.4589,0.0,2
292,43690,712,2019-08-21,2019-08-26,5.1865,0.0,3
293,43690,760,2019-08-22,2019-08-27,419.4589,0.0,9
294,43691,758,2019-08-22,2019-08-26,874.794,0.0,1
295,43692,770,2019-08-22,2019-08-26,419.4589,0.0,3
296,43692,725,2019-08-20,2019-08-20,183.9382,0.0,2
297,43692,754,2019-08-21,2019-08-26,874.794,0.0,2
298,43692,730,2019-08-18,2019-08-18,183.9382,0.0,7
299,43692,715,2019-08-21,2019-08-21,28.8404,0.0,3
300,43692,768,2019-08-22,2019-08-25,419.4589,0.0,4
301,43692,756,2019-08-18,2019-08-21,874.794,0.0,9
302,43692,738,2019-08-18,2019-08-23,178.5808,0.0,8
303,43692,758,2019-08-17,2019-08-19,874.794,0.0,2
304,43692,708,2019-08-21,2019-08-26,20.1865,0.0,5
305,43692,762,2019-08-22,2019-08-25,419.4589,0.0,1
306,43692,732,2019-08-20,2019-08-25,356.898,0.0,8
307,43692,712,2019-08-18,2019-08-23,5.1865,0.0,8
308,43692,714,2019-08-20,2019-08-22,28.8404,0.0,2
309,43692,760,2019-08-20,2019-08-22,419.4589,0.0,3
310,43692,755,2019-08-22,2019-08-23,874.794,0.0,2
311,43692,716,2019-08-17,2019-08-21,28.8404,0.0,3
312,43692,765,2019-08-20,2019-08-21,419.4589,0.0,8
313,43692,764,2019-08-19,2019-08-24,419.4589,0.0,8
314,43692,753,2019-08-20,2019-08-20,2146.962,0.0,5
315,43692,766,2019-08-21,2019-08-21,419.4589,0.0,1
316,43692,722,2019-08-20,2019-08-23,178.5808,0.0,6
317,43692,761,2019-08-18,2019-08-20,419.4589,0.0,6
318,43692,711,2019-08-18,2019-08-20,20.1865,0.0,7
319,43692,763,2019-08-22,2019-08-23,419.4589,0.0,6
320,43692,729,2019-08-19,2019-08-23,183.9382,0.0,7
321,43692,707,2019-08-17,2019-08-22,20.1865,0.0,3
322,43692,726,2019-08-22,2019-08-27,183.9382,0.0,1
323,43693,716,2019-08-19,2019-08-23,28.8404,0.0,4
324,43693,773,2019-08-20,2019-08-23,2039.994,0.0,6
325,43693,709,2019-08-21,2019-08-26,5.7,0.0,8
326,43693,707,2019-08-20,2019-08-23,20.1865,0.0,7
327,43693,771,2019-08-18,2019-08-22,2039.994,0.0,1
328,43693,708,2019-08-20,2019-08-25,20.1865,0.0,7
329,43693,774,2019-08-21,2019-08-22,2039.994,0.0,5
330,43693,777,2019-08-20,2019-08-23,2024.994,0.0,8
331,43693,772,2019-08-22,2019-08-26,2039.994,0.0,4
332,43693,778,2019-08-19,2019-08-19,2024.994,0.0,8
333,43694,776,2019-08-21,2019-08-23,2024.994,0.0,6
334,43694,771,2019-08-22,2019-08-24,2039.994,0.0,8
335,43694,715,2019-08-17,2019-08-18,28.8404,0.0,8
336,43694,772,2019-08-19,2019-08-23,2039.994,0.0,3
337,43694,716,2019-08-17,2019-08-22,28.8404,0.0,4
338,43694,707,2019-08-19,2019-08-22,20.1865,0.0,9
339,43694,708,2019-08-18,2019-08-19,20.1865,0.0,7
340,43694,774,2019-08-17,2019-08-17,2039.994,0.0,4
341,43694,773,2019-08-21,2019-08-26,2039.994,0.0,7
342,43694,712,2019-08-18,2019-08-20,5.1865,0.0,3
343,43694,711,2019-08-17,2019-08-19,20.1865,0.0,2
344,43695,774,2019-08-21,2019-08-26,2039.994,0.0,1
345,43695,748,2019-08-22,2019-08-24,722.5949,0.0,1
346,43695,747,2019-08-22,2019-08-24,714.7043,0.0,7
347,43695,742,2019-08-21,2019-08-21,722.5949,0.0,6
348,43695,777,2019-08-20,2019-08-24,2024.994,0.0,5
349,43695,778,2019-08-21,2019-08-25,2024.994,0.0,5
350,43695,709,2019-08-18,2019-08-21,5.7,0.0,2
351,43695,775,2019-08-17,2019-08-17,2024.994,0.0,3
352,43696,762,2019-08-18,2019-08-19,419.4589,0.0,2
353,43697,749,2019-08-22,2019-08-25,3578.27,0.0,7
354,43698,773,2019-08-20,2019-08-21,3399.99,0.0,2
355,43699,773,2019-08-21,2019-08-25,3399.99,0.0,1
356,43700,767,2019-08-18,2019-08-23,699.0982,0.0,9
357,43701,773,2019-08-18,2019-08-21,3399.99,0.0,8
358,43702,750,2019-08-20,2019-08-23,3578.27,0.0,9
359,43703,749,2019-08-20,2019-08-23,3578.27,0.0,5
360,43704,778,2019-08-22,2019-08-24,3374.99,0.0,3
361,43705,771,2019-08-18,2019-08-21,3399.99,0.0,4
362,43706,751,2019-08-24,2019-08-24,3578.27,0.0,1
363,43707,751,2019-08-19,2019-08-24,3578.27,0.0,1
364,43708,764,2019-08-19,2019-08-19,699.0982,0.0,1
365,43709,752,2019-08-23,2019-08-26,3578.27,0.0,4
366,43710,753,2019-08-22,2019-08-26,3578.27,0.0,4
367,43711,753,2019-08-22,2019-08-22,3578.27,0.0,2
368,43712,750,2019-08-25,2019-08-28,3578.27,0.0,4
369,43713,749,2019-08-21,2019-08-24,3578.27,0.0,6
370,43714,750,2019-08-21,2019-08-23,3578.27,0.0,8
371,43715,753,2019-08-25,2019-08-25,3578.27,0.0,2
372,43716,750,2019-08-21,2019-08-25,3578.27,0.0,3
373,43717,767,2019-08-25,2019-08-26,699.0982,0.0,9
374,43718,750,2019-08-25,2019-08-30,3578.27,0.0,6
375,43719,751,2019-08-24,2019-08-25,3578.27,0.0,3
376,43720,750,2019-08-24,2019-08-27,3578.27,0.0,2
377,43721,749,2019-08-26,2019-08-28,3578.27,0.0,2
378,43722,751,2019-08-23,2019-08-27,3578.27,0.0,8
379,43723,765,2019-08-28,2019-08-30,699.0982,0.0,2
380,43724,750,2019-08-27,2019-08-30,3578.27,0.0,5
381,43725,750,2019-08-28,2019-08-28,3578.27,0.0,5
382,43726,765,2019-08-26,2019-08-29,699.0982,0.0,7
383,43727,750,2019-08-28,2019-09-01,3578.27,0.0,9
384,43728,752,2019-08-28,2019-09-02,3578.27,0.0,6
385,43729,773,2019-08-26,2019-08-27,3399.99,0.0,9
386,43730,773,2019-08-29,2019-09-03,3399.99,0.0,8
387,43731,753,2019-08-30,2019-09-01,3578.27,0.0,7
388,43732,777,2019-08-26,2019-08-27,3374.99,0.0,6
389,43733,751,2019-08-30,2019-08-31,3578.27,0.0,9
390,43734,751,2019-08-31,2019-08-31,3578.27,0.0,8
391,43735,749,2019-08-31,2019-09-05,3578.27,0.0,1
392,43736,773,2019-08-27,2019-08-30,3399.99,0.0,7
393,43737,750,2019-09-01,2019-09-01,3578.27,0.0,2
394,43738,751,2019-08-31,2019-08-31,3578.27,0.0,7
395,43739,749,2019-08-27,2019-08-29,3578.27,0.0,7
396,43740,751,2019-08-27,2019-08-28,3578.27,0.0,8
397,43741,749,2019-09-02,2019-09-06,3578.27,0.0,2
398,43742,753,2019-08-28,2019-08-30,3578.27,0.0,8
399,43743,774,2019-08-31,2019-09-01,3399.99,0.0,5
400,43744,752,2019-08-29,2019-08-30,3578.27,0.0,8
401,43745,750,2019-09-01,2019-09-06,3578.27,0.0,7
402,43746,751,2019-09-03,2019-09-08,3578.27,0.0,4
403,43747,753,2019-08-30,2019-08-31,3578.27,0.0,6
404,43748,752,2019-09-02,2019-09-04,3578.27,0.0,6
405,43749,753,2019-09-04,2019-09-05,3578.27,0.0,7
406,43750,750,2019-09-03,2019-09-08,3578.27,0.0,7
407,43751,752,2019-08-31,2019-08-31,3578.27,0.0,3
408,43752,750,2019-09-01,2019-09-05,3578.27,0.0,5
409,43753,749,2019-09-03,2019-09-07,3578.27,0.0,3
410,43754,751,2019-09-01,2019-09-05,3578.27,0.0,8
411,43755,750,2019-09-03,2019-09-05,3578.27,0.0,1
412,43756,765,2019-09-02,2019-09-02,699.0982,0.0,6
413,43757,777,2019-08-31,2019-08-31,3374.99,0.0,5
414,43758,749,2019-09-05,2019-09-05,3578.27,0.0,1
415,43759,749,2019-09-05,2019-09-06,3578.27,0.0,1
416,43760,753,2019-09-01,2019-09-03,3578.27,0.0,4
417,43761,749,2019-09-06,2019-09-08,3578.27,0.0,8
418,43762,753,2019-09-07,2019-09-11,3578.27,0.0,4
419,43763,752,2019-09-02,2019-09-04,3578.27,0.0,2
420,43764,749,2019-09-03,2019-09-08,3578.27,0.0,8
421,43765,773,2019-09-05,2019-09-07,3399.99,0.0,2
422,43766,752,2019-09-08,2019-09-13,3578.27,0.0,4
423,43767,777,2019-09-07,2019-09-10,3374.99,0.0,4
424,43768,751,2019-09-05,2019-09-07,3578.27,0.0,6
425,43769,751,2019-09-05,2019-09-07,3578.27,0.0,3
426,43770,751,2019-09-06,2019-09-08,3578.27,0.0,1
427,43771,764,2019-09-07,2019-09-10,699.0982,0.0,3
428,43772,751,2019-09-05,2019-09-10,3578.27,0.0,2
429,43773,753,2019-09-05,2019-09-09,3578.27,0.0,3
430,43774,752,2019-09-07,2019-09-09,3578.27,0.0,2
431,43775,774,2019-09-06,2019-09-10,3399.99,0.0,9
432,43776,753,2019-09-06,2019-09-11,3578.27,0.0,9
433,43777,750,2019-09-07,2019-09-12,3578.27,0.0,6
434,43778,772,2019-09-08,2019-09-12,3399.99,0.0,3
435,43779,762,2019-09-08,2019-09-08,699.0982,0.0,8
436,43780,750,2019-09-08,2019-09-13,3578.27,0.0,3
437,43781,751,2019-09-08,2019-09-12,3578.27,0.0,4
