id,customer_id,order_date,modified_date,ship_date,due_date,billing_address_id,shipping_address_id,credit_card_id,order_total,shipping_cost,tax_due,total_due,order_status
43674,29596,2019-08-20,2019-08-22,2019-08-22,2019-08-24,458,458,19204.0,3499.176,78.7315,251.9407,3829.8482,COMPLETED
43675,29827,2019-08-17,2019-08-20,2019-08-21,2019-08-21,631,631,11886.0,14688.6095,170.8987,546.8759,15406.3841,COMPLETED
43676,29811,2019-08-19,2019-08-23,2019-08-24,2019-08-24,755,755,18153.0,30409.11,426.0206,1363.266,32198.3966,COMPLETED
43677,29824,2019-08-22,2019-08-27,2019-08-28,2019-08-28,556,556,14030.0,27159.4756,233.4691,747.1011,28140.0458,COMPLETED
43678,29889,2019-08-18,2019-08-18,2019-08-18,2019-08-20,1021,1021,5093.0,25166.215,294.3981,942.074,26402.6871,COMPLETED
43679,29761,2019-08-21,2019-08-21,2019-08-23,2019-08-23,525,525,5439.0,5062.3472,39.3135,125.8032,5227.463900000001,COMPLETED
43680,29489,2019-08-19,2019-08-22,2019-08-22,2019-08-24,1069,1069,6653.0,23655.4946,341.7623,1093.6394,25090.8963,COMPLETED
43681,29661,2019-08-20,2019-08-21,2019-08-21,2019-08-22,955,955,5301.0,30600.501900000003,413.4584,1323.0668,32337.027100000003,COMPLETED
43682,29759,2019-08-20,2019-08-21,2019-08-21,2019-08-21,808,808,76.0,9168.0961,116.1876,371.8002,9656.0839,COMPLETED
43683,29497,2019-08-19,2019-08-21,2019-08-22,2019-08-22,889,889,13045.0,73731.46979999999,1283.484,4107.1489,79122.10269999999,COMPLETED
43684,29912,2019-08-21,2019-08-25,2019-08-27,2019-08-29,971,971,267.0,14165.0295,167.8941,537.2612,14870.1848,COMPLETED
43685,30084,2019-08-20,2019-08-22,2019-08-24,2019-08-26,958,958,2519.0,12915.6736,82.2503,263.201,13261.1249,COMPLETED
43686,29606,2019-08-20,2019-08-22,2019-08-22,2019-08-22,871,871,14612.0,7801.3936,103.899,332.4768,8237.769400000001,COMPLETED
43687,29610,2019-08-20,2019-08-25,2019-08-27,2019-08-28,783,783,3235.0,838.9178,37.7513,120.8042,997.4733,COMPLETED
43688,29718,2019-08-21,2019-08-26,2019-08-27,2019-08-28,771,771,12399.0,34457.9767,382.1512,1222.8838,36063.0117,COMPLETED
43689,29646,2019-08-18,2019-08-19,2019-08-20,2019-08-22,578,578,13054.0,61010.0524,1022.3419,3271.4942,65303.8885,COMPLETED
43690,29533,2019-08-17,2019-08-22,2019-08-24,2019-08-24,801,801,2337.0,4802.6498,38.8133,124.2027,4965.6658,COMPLETED
43691,29570,2019-08-17,2019-08-22,2019-08-23,2019-08-24,592,592,242.0,874.794,26.2438,83.9802,985.018,COMPLETED
43692,29992,2019-08-18,2019-08-21,2019-08-23,2019-08-25,1024,1024,7176.0,49692.3533,1155.1244,3696.3979,54543.8756,COMPLETED
43693,29491,2019-08-17,2019-08-18,2019-08-20,2019-08-20,807,807,8937.0,65483.3806,615.4864,1969.5564,68068.4234,COMPLETED
43694,29549,2019-08-21,2019-08-23,2019-08-25,2019-08-27,943,943,7083.0,57754.8333,618.2268,1978.3257,60351.3858,COMPLETED
43695,29958,2019-08-22,2019-08-26,2019-08-26,2019-08-27,911,911,10163.0,38437.41039999999,1183.5823,3787.4632,43408.45589999999,COMPLETED
43696,29849,2019-08-18,2019-08-19,2019-08-19,2019-08-20,977,977,1402.0,838.9178,12.5838,40.2681,891.7697000000001,COMPLETED
43697,21768,2019-08-21,2019-08-21,2019-08-23,2019-08-24,23148,23148,4319.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43698,28389,2019-08-20,2019-08-21,2019-08-21,2019-08-21,24593,24593,16625.0,6799.98,84.9998,271.9992,7156.978999999999,COMPLETED
43699,25863,2019-08-21,2019-08-23,2019-08-25,2019-08-26,19613,19613,5796.0,3399.99,84.9998,271.9992,3756.989,COMPLETED
43700,14501,2019-08-17,2019-08-19,2019-08-19,2019-08-20,20278,20278,12860.0,6291.8838000000005,17.4775,55.9279,6365.2892,COMPLETED
43701,11003,2019-08-22,2019-08-22,2019-08-22,2019-08-24,20425,20425,11150.0,27199.92,84.9998,271.9992,27556.919,COMPLETED
43702,27645,2019-08-22,2019-08-23,2019-08-23,2019-08-23,22584,22584,8087.0,32204.43,89.4568,286.2616,32580.1484,COMPLETED
43703,16624,2019-08-21,2019-08-26,2019-08-28,2019-08-28,23967,23967,9497.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43704,11005,2019-08-19,2019-08-20,2019-08-20,2019-08-22,16025,16025,1988.0,10124.97,84.3748,269.9992,10479.344,COMPLETED
43705,11011,2019-08-22,2019-08-24,2019-08-24,2019-08-25,27345,27345,7205.0,13599.96,84.9998,271.9992,13956.959,COMPLETED
43706,27621,2019-08-19,2019-08-23,2019-08-25,2019-08-27,13264,13264,10912.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43707,27616,2019-08-20,2019-08-23,2019-08-24,2019-08-24,20923,20923,19069.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43708,20042,2019-08-19,2019-08-24,2019-08-25,2019-08-27,18427,18427,4369.0,699.0982,17.4775,55.9279,772.5036,COMPLETED
43709,16351,2019-08-19,2019-08-21,2019-08-23,2019-08-25,13951,13951,15524.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43710,16517,2019-08-21,2019-08-21,2019-08-22,2019-08-23,25446,25446,5764.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43711,27606,2019-08-21,2019-08-23,2019-08-24,2019-08-25,18404,18404,3043.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43712,13513,2019-08-20,2019-08-23,2019-08-25,2019-08-26,21867,21867,6213.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43713,27601,2019-08-21,2019-08-24,2019-08-26,2019-08-26,11855,11855,16570.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43714,13591,2019-08-23,2019-08-28,2019-08-30,2019-09-01,15169,15169,15963.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43715,16483,2019-08-21,2019-08-24,2019-08-26,2019-08-27,28213,28213,7985.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43716,16529,2019-08-23,2019-08-23,2019-08-23,2019-08-24,23557,23557,5873.0,10734.81,89.4568,286.2616,11110.5284,COMPLETED
43717,25249,2019-08-22,2019-08-23,2019-08-23,2019-08-25,11809,11809,5700.0,6291.8838000000005,17.4775,55.9279,6365.2892,COMPLETED
43718,27668,2019-08-23,2019-08-27,2019-08-27,2019-08-29,25346,25346,3049.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43719,27612,2019-08-23,2019-08-28,2019-08-29,2019-08-29,13854,13854,5998.0,10734.81,89.4568,286.2616,11110.5284,COMPLETED
43720,13264,2019-08-23,2019-08-28,2019-08-28,2019-08-28,18584,18584,2765.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43721,13590,2019-08-22,2019-08-22,2019-08-23,2019-08-24,22146,22146,11950.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43722,13581,2019-08-25,2019-08-25,2019-08-25,2019-08-27,23990,23990,12191.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43723,14520,2019-08-25,2019-08-29,2019-08-31,2019-08-31,12708,12708,16949.0,1398.1964,17.4775,55.9279,1471.6018,COMPLETED
43724,16520,2019-08-27,2019-08-28,2019-08-30,2019-08-30,25572,25572,6336.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43725,13258,2019-08-27,2019-09-01,2019-09-01,2019-09-01,23444,23444,6640.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43726,14560,2019-08-29,2019-09-03,2019-09-05,2019-09-05,25989,25989,8533.0,4893.6874,17.4775,55.9279,4967.092799999999,COMPLETED
43727,16607,2019-08-25,2019-08-30,2019-09-01,2019-09-03,15502,15502,11407.0,32204.43,89.4568,286.2616,32580.1484,COMPLETED
43728,27666,2019-08-27,2019-08-31,2019-09-02,2019-09-04,20616,20616,15630.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43729,11238,2019-08-25,2019-08-27,2019-08-29,2019-08-29,12420,12420,2636.0,30599.91,84.9998,271.9992,30956.909,COMPLETED
43730,25861,2019-08-26,2019-08-27,2019-08-28,2019-08-29,23733,23733,13323.0,27199.92,84.9998,271.9992,27556.919,COMPLETED
43731,16629,2019-08-28,2019-08-31,2019-08-31,2019-09-01,14019,14019,14302.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43732,11025,2019-08-28,2019-08-28,2019-08-30,2019-08-30,21635,21635,10882.0,20249.94,84.3748,269.9992,20604.314,COMPLETED
43733,27577,2019-08-26,2019-08-28,2019-08-28,2019-08-28,24572,24572,10600.0,32204.43,89.4568,286.2616,32580.1484,COMPLETED
43734,27604,2019-08-26,2019-08-27,2019-08-27,2019-08-29,23224,23224,15365.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43735,16522,2019-08-31,2019-09-04,2019-09-05,2019-09-06,25384,25384,6526.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43736,11002,2019-08-31,2019-09-02,2019-09-03,2019-09-05,20336,20336,1416.0,23799.93,84.9998,271.9992,24156.929,COMPLETED
43737,13261,2019-08-31,2019-08-31,2019-08-31,2019-08-31,29772,29772,,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43738,11606,2019-09-01,2019-09-05,2019-09-06,2019-09-07,26167,26167,12005.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43739,13563,2019-08-29,2019-08-29,2019-08-31,2019-08-31,29262,29262,,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43740,16527,2019-08-30,2019-08-30,2019-08-30,2019-08-30,28420,28420,18137.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43741,27671,2019-08-31,2019-09-04,2019-09-05,2019-09-07,13036,13036,4679.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43742,13576,2019-08-29,2019-09-02,2019-09-02,2019-09-04,20966,20966,17254.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43743,11007,2019-09-01,2019-09-04,2019-09-05,2019-09-07,12909,12909,1546.0,16999.949999999997,84.9998,271.9992,17356.948999999997,COMPLETED
43744,16631,2019-08-28,2019-08-30,2019-08-30,2019-08-30,12423,12423,12980.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43745,16514,2019-09-01,2019-09-03,2019-09-04,2019-09-04,25018,25018,9626.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43746,16616,2019-08-30,2019-09-03,2019-09-05,2019-09-05,28214,28214,5138.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43747,27623,2019-08-30,2019-08-30,2019-08-31,2019-09-02,27241,27241,16044.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43748,27625,2019-09-02,2019-09-07,2019-09-07,2019-09-08,16663,16663,14948.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43749,27636,2019-09-02,2019-09-07,2019-09-07,2019-09-08,17878,17878,12504.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43750,11591,2019-09-04,2019-09-08,2019-09-08,2019-09-09,26694,26694,15541.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43751,11592,2019-08-31,2019-09-05,2019-09-05,2019-09-07,17421,17421,711.0,10734.81,89.4568,286.2616,11110.5284,COMPLETED
43752,13265,2019-09-01,2019-09-04,2019-09-04,2019-09-06,25970,25970,2736.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43753,16482,2019-08-31,2019-09-05,2019-09-07,2019-09-07,19434,19434,7588.0,10734.81,89.4568,286.2616,11110.5284,COMPLETED
43754,27617,2019-09-05,2019-09-08,2019-09-08,2019-09-09,18700,18700,9734.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43755,27670,2019-09-05,2019-09-10,2019-09-10,2019-09-10,21785,21785,14614.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43756,19941,2019-09-04,2019-09-04,2019-09-06,2019-09-06,12565,12565,9528.0,4194.5892,17.4775,55.9279,4267.9946,COMPLETED
43757,11017,2019-09-02,2019-09-04,2019-09-06,2019-09-08,11541,11541,12801.0,16874.949999999997,84.3748,269.9992,17229.323999999997,COMPLETED
43758,27646,2019-09-01,2019-09-01,2019-09-03,2019-09-03,14400,14400,17093.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43759,13257,2019-09-01,2019-09-02,2019-09-03,2019-09-05,21516,21516,11314.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43760,16352,2019-09-06,2019-09-07,2019-09-07,2019-09-09,11694,11694,7485.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43761,16493,2019-09-04,2019-09-04,2019-09-06,2019-09-06,24449,24449,11678.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43762,27578,2019-09-05,2019-09-07,2019-09-08,2019-09-10,19011,19011,4503.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43763,16525,2019-09-02,2019-09-06,2019-09-06,2019-09-08,13961,13961,17110.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43764,16612,2019-09-07,2019-09-10,2019-09-10,2019-09-10,18740,18740,10644.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43765,11010,2019-09-04,2019-09-08,2019-09-09,2019-09-09,15412,15412,10245.0,6799.98,84.9998,271.9992,7156.978999999999,COMPLETED
43766,16518,2019-09-07,2019-09-10,2019-09-12,2019-09-13,26446,26446,10469.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43767,11001,2019-09-05,2019-09-08,2019-09-08,2019-09-08,14489,14489,8810.0,13499.96,84.3748,269.9992,13854.334,COMPLETED
43768,27649,2019-09-04,2019-09-07,2019-09-09,2019-09-11,24209,24209,18040.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43769,21659,2019-09-08,2019-09-10,2019-09-10,2019-09-11,12365,12365,7388.0,10734.81,89.4568,286.2616,11110.5284,COMPLETED
43770,27614,2019-09-05,2019-09-09,2019-09-11,2019-09-11,21039,21039,16136.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43771,14559,2019-09-06,2019-09-11,2019-09-11,2019-09-12,21657,21657,16934.0,2097.2946,17.4775,55.9279,2170.7000000000003,COMPLETED
43772,16524,2019-09-05,2019-09-07,2019-09-09,2019-09-09,15700,15700,12834.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43773,16526,2019-09-06,2019-09-07,2019-09-09,2019-09-10,19998,19998,19057.0,10734.81,89.4568,286.2616,11110.5284,COMPLETED
43774,16348,2019-09-07,2019-09-11,2019-09-13,2019-09-15,20184,20184,1311.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43775,11027,2019-09-07,2019-09-09,2019-09-11,2019-09-13,14561,14561,6918.0,30599.91,84.9998,271.9992,30956.909,COMPLETED
43776,13260,2019-09-08,2019-09-11,2019-09-13,2019-09-13,15402,15402,10653.0,32204.43,89.4568,286.2616,32580.1484,COMPLETED
43777,16515,2019-09-08,2019-09-09,2019-09-09,2019-09-11,24873,24873,1850.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43778,11018,2019-09-09,2019-09-09,2019-09-11,2019-09-13,16433,16433,9930.0,10199.97,84.9998,271.9992,10556.969,COMPLETED
43779,25252,2019-09-08,2019-09-11,2019-09-13,2019-09-14,20850,20850,6901.0,5592.7856,17.4775,55.9279,5666.191,COMPLETED
43780,11599,2019-09-09,2019-09-10,2019-09-11,2019-09-13,25850,25850,17097.0,10734.81,89.4568,286.2616,11110.5284,COMPLETED
43781,16495,2019-09-06,2019-09-09,2019-09-11,2019-09-13,22857,22857,5269.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43782,16516,2019-09-11,2019-09-12,2019-09-13,2019-09-13,13386,13386,9916.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43783,16620,2019-09-08,2019-09-11,2019-09-11,2019-09-13,26601,26601,4651.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43784,27667,2019-09-10,2019-09-11,2019-09-13,2019-09-15,12491,12491,15794.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43785,11601,2019-09-07,2019-09-08,2019-09-10,2019-09-10,17236,17236,3584.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43786,11607,2019-09-12,2019-09-15,2019-09-16,2019-09-17,23683,23683,12315.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43787,29385,2019-09-07,2019-09-12,2019-09-14,2019-09-16,29348,29348,,6799.98,84.9998,271.9992,7156.978999999999,COMPLETED
43788,11239,2019-09-12,2019-09-17,2019-09-19,2019-09-21,25489,25489,2999.0,10124.97,84.3748,269.9992,10479.344,COMPLETED
43789,25865,2019-09-10,2019-09-11,2019-09-13,2019-09-13,21950,21950,13143.0,20249.94,84.3748,269.9992,20604.314,COMPLETED
43790,25857,2019-09-10,2019-09-13,2019-09-14,2019-09-16,21871,21871,2574.0,13599.96,84.9998,271.9992,13956.959,COMPLETED
43791,16484,2019-09-08,2019-09-09,2019-09-10,2019-09-11,11580,11580,2480.0,32204.43,89.4568,286.2616,32580.1484,COMPLETED
43792,16623,2019-09-11,2019-09-14,2019-09-16,2019-09-18,14105,14105,3696.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43793,11000,2019-09-10,2019-09-10,2019-09-10,2019-09-10,22601,22601,11981.0,13599.96,84.9998,271.9992,13956.959,COMPLETED
43794,11029,2019-09-10,2019-09-12,2019-09-13,2019-09-15,24713,24713,103.0,20399.94,84.9998,271.9992,20756.939,COMPLETED
43795,27615,2019-09-10,2019-09-12,2019-09-12,2019-09-14,12290,12290,10180.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43796,17956,2019-09-12,2019-09-16,2019-09-16,2019-09-16,11860,11860,14408.0,5592.7856,17.4775,55.9279,5666.191,COMPLETED
43797,16345,2019-09-10,2019-09-11,2019-09-11,2019-09-12,11578,11578,3803.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43798,16521,2019-09-11,2019-09-14,2019-09-14,2019-09-14,17493,17493,15729.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43799,16636,2019-09-10,2019-09-13,2019-09-14,2019-09-15,23813,23813,10936.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43800,21710,2019-09-09,2019-09-09,2019-09-11,2019-09-11,16244,16244,1500.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43801,13583,2019-09-14,2019-09-16,2019-09-17,2019-09-19,22676,22676,10067.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43802,11593,2019-09-13,2019-09-18,2019-09-19,2019-09-20,15981,15981,15557.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43803,21741,2019-09-11,2019-09-14,2019-09-16,2019-09-16,17092,17092,2467.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43804,13585,2019-09-11,2019-09-16,2019-09-16,2019-09-17,18048,18048,13404.0,28626.16,89.4568,286.2616,29001.8784,COMPLETED
43805,14510,2019-09-15,2019-09-16,2019-09-18,2019-09-20,26084,26084,7010.0,6291.8838000000005,17.4775,55.9279,6365.2892,COMPLETED
43806,16523,2019-09-12,2019-09-16,2019-09-17,2019-09-17,26735,26735,15755.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43807,11611,2019-09-11,2019-09-13,2019-09-15,2019-09-16,15499,15499,16891.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43808,13259,2019-09-14,2019-09-16,2019-09-18,2019-09-18,24940,24940,10353.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43809,16350,2019-09-13,2019-09-17,2019-09-18,2019-09-19,12891,12891,14752.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43810,11004,2019-09-11,2019-09-11,2019-09-11,2019-09-12,20971,20971,12777.0,13599.96,84.9998,271.9992,13956.959,COMPLETED
43811,11026,2019-09-13,2019-09-16,2019-09-18,2019-09-18,11877,11877,8888.0,3399.99,84.9998,271.9992,3756.989,COMPLETED
43812,27662,2019-09-12,2019-09-12,2019-09-12,2019-09-14,13852,13852,7442.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43813,28390,2019-09-15,2019-09-18,2019-09-18,2019-09-19,16896,16896,10022.0,30374.91,84.3748,269.9992,30729.284,COMPLETED
43814,25866,2019-09-13,2019-09-13,2019-09-15,2019-09-15,21939,21939,1085.0,30374.91,84.3748,269.9992,30729.284,COMPLETED
43815,16494,2019-09-14,2019-09-15,2019-09-17,2019-09-17,15915,15915,12070.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43816,16496,2019-09-16,2019-09-18,2019-09-18,2019-09-18,21277,21277,14211.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43817,16519,2019-09-15,2019-09-19,2019-09-21,2019-09-22,12674,12674,10904.0,17891.35,89.4568,286.2616,18267.0684,COMPLETED
43818,16528,2019-09-16,2019-09-19,2019-09-20,2019-09-21,16539,16539,13485.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43819,11006,2019-09-15,2019-09-20,2019-09-20,2019-09-22,15264,15264,5054.0,20399.94,84.9998,271.9992,20756.939,COMPLETED
43820,27651,2019-09-18,2019-09-20,2019-09-21,2019-09-23,24200,24200,12947.0,32204.43,89.4568,286.2616,32580.1484,COMPLETED
43821,27663,2019-09-14,2019-09-17,2019-09-17,2019-09-18,24836,24836,6912.0,10734.81,89.4568,286.2616,11110.5284,COMPLETED
43822,27669,2019-09-14,2019-09-15,2019-09-16,2019-09-16,20019,20019,17504.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43823,19942,2019-09-16,2019-09-20,2019-09-20,2019-09-20,15988,15988,7639.0,699.0982,17.4775,55.9279,772.5036,COMPLETED
43824,14558,2019-09-16,2019-09-18,2019-09-20,2019-09-22,11804,11804,7138.0,5592.7856,17.4775,55.9279,5666.191,COMPLETED
43825,16349,2019-09-18,2019-09-19,2019-09-20,2019-09-20,16955,16955,16730.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43826,11008,2019-09-17,2019-09-20,2019-09-20,2019-09-22,23743,23743,13554.0,30374.91,84.3748,269.9992,30729.284,COMPLETED
43827,25250,2019-09-16,2019-09-21,2019-09-22,2019-09-22,27524,27524,7542.0,699.0982,17.4775,55.9279,772.5036,COMPLETED
43828,27605,2019-09-19,2019-09-20,2019-09-20,2019-09-21,13129,13129,17303.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43829,27611,2019-09-16,2019-09-17,2019-09-18,2019-09-18,24776,24776,3742.0,14313.08,89.4568,286.2616,14688.7984,COMPLETED
43830,16347,2019-09-14,2019-09-16,2019-09-17,2019-09-19,18564,18564,11691.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43831,11028,2019-09-14,2019-09-14,2019-09-15,2019-09-17,24158,24158,3749.0,3374.99,84.3748,269.9992,3729.364,COMPLETED
43832,13584,2019-09-16,2019-09-21,2019-09-23,2019-09-25,23837,23837,10429.0,21469.62,89.4568,286.2616,21845.3384,COMPLETED
43833,21727,2019-09-15,2019-09-19,2019-09-20,2019-09-21,16752,16752,15641.0,25047.89,89.4568,286.2616,25423.6084,COMPLETED
43834,28393,2019-09-16,2019-09-21,2019-09-23,2019-09-24,15471,15471,16716.0,3374.99,84.3748,269.9992,3729.364,COMPLETED
43835,19802,2019-09-17,2019-09-17,2019-09-17,2019-09-18,17401,17401,2755.0,13499.96,84.3748,269.9992,13854.334,COMPLETED
43836,26620,2019-09-19,2019-09-20,2019-09-22,2019-09-22,19261,19261,6966.0,2796.3928,17.4775,55.9279,2869.7982,COMPLETED
43837,11009,2019-09-17,2019-09-22,2019-09-22,2019-09-23,29335,29335,,23624.93,84.3748,269.9992,23979.304,COMPLETED
43838,27641,2019-09-18,2019-09-22,2019-09-24,2019-09-24,16330,16330,1178.0,32204.43,89.4568,286.2616,32580.1484,COMPLETED
43839,27673,2019-09-21,2019-09-25,2019-09-26,2019-09-28,20037,20037,15759.0,3578.27,89.4568,286.2616,3953.9884,COMPLETED
43840,17957,2019-09-18,2019-09-22,2019-09-24,2019-09-24,25544,25544,16913.0,5592.7856,17.4775,55.9279,5666.191,COMPLETED
43841,13406,2019-09-16,2019-09-20,2019-09-22,2019-09-24,28149,28149,5858.0,10734.81,89.4568,286.2616,11110.5284,COMPLETED
43842,16630,2019-09-20,2019-09-25,2019-09-27,2019-09-27,18492,18492,17051.0,7156.54,89.4568,286.2616,7532.2584,COMPLETED
43843,29955,2019-09-20,2019-09-24,2019-09-25,2019-09-25,756,756,13712.0,72002.1321,991.9371,3174.1988,76168.268,COMPLETED
43844,29620,2019-09-20,2019-09-24,2019-09-25,2019-09-26,503,503,5577.0,44549.868,607.4982,1943.9942,47101.360400000005,COMPLETED
43845,29888,2019-09-20,2019-09-24,2019-09-25,2019-09-26,930,930,2364.0,21884.3321,257.3959,823.6669,22965.3949,COMPLETED
43846,29548,2019-09-22,2019-09-25,2019-09-26,2019-09-28,498,498,5528.0,1328.8885,28.3324,90.6637,1447.8846,COMPLETED
43847,29539,2019-09-19,2019-09-20,2019-09-22,2019-09-23,480,480,181.0,995.3421,27.1654,86.9292,1109.4367,COMPLETED
43848,29717,2019-09-19,2019-09-24,2019-09-25,2019-09-27,851,851,15882.0,50819.85,548.0984,1753.9148,53121.8632,COMPLETED
